🇨🇳󠁧󠁢󠁥󠁮央视频道,#genre#
CCTV1-综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV1-综合,http://111.40.196.9/PLTV/88888888/224/3221225513/index.m3u8
CCTV1-综合,http://111.40.196.9/PLTV/88888888/224/3221225755/index.m3u8
CCTV1-综合,http://111.20.33.93/TVOD/88888893/224/3221226231/index.m3u8
CCTV1-综合,http://111.20.33.93/TVOD/88888893/224/3221226239/index.m3u8
CCTV2-财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2-财经,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV2-财经,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
CCTV2-财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV2-财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2-财经,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv2/1300000/mnf.m3u8
CCTV2-财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8$江西宜春8M
CCTV2-财经,http://117.148.179.147:80/PLTV/88888888/224/3221231678/1.m3u8
CCTV2-财经,http://111.63.117.13:6060/030000001000/G_CCTV-2/G_CCTV-2.m3u8
CCTV2-财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2-财经,http://111.59.189.40:8445/tsfile/live/1001_1.m3u8
CCTV2-财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2-财经,http://migu.jilu8.cn/3221232362/index.m3u8
CCTV2-财经,http://migu.jilu8.cn/3221232777/index.m3u8
CCTV2-财经,http://migu.jilu8.cn/3221231678/index.m3u8
CCTV2-财经,http://39.135.138.58:18890/PLTV/88888888/224/3221225643/index.m3u8?$移动蓝光1080P 
CCTV2-财经,http://111.40.196.9/PLTV/88888888/224/3221225488/index.m3u8
CCTV2-财经,http://111.40.196.9/PLTV/88888888/224/3221225553/index.m3u8
CCTV2-财经,http://111.20.33.93/TVOD/88888893/224/3221226224/index.m3u8
CCTV2-财经,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8?zzhongd
CCTV3-综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3-综艺,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8
CCTV3-综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3-综艺,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV3-综艺,http://shbu4k.live.bestvcdn.com:8080/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV3-综艺,http://111.40.196.9/PLTV/88888888/224/3221225588/index.m3u8
CCTV3-综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8$江西宜春8M
CCTV3-综艺,http://39.135.138.59:18890/TVOD/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878271
CCTV3-综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3-综艺,http://140.207.241.2:8080/live/program/live/cctv3hd/2300000/mnf.m3u8
CCTV3-综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3-综艺,http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8?$移动蓝光1080P
CCTV3-综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8
CCTV4-中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4-中文国际,http://117.148.179.163/PLTV/88888888/224/3221231726/index.m3u8
CCTV4-中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV4-中文国际,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV4-中文国际,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4-中文国际,http://shbu4k.live.bestvcdn.com:8080/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4-中文国际,http://111.40.196.9/PLTV/88888888/224/3221225490/index.m3u8
CCTV4-中文国际,http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8$江西宜春8M
CCTV4-中文国际,http://111.59.189.40:8445/tsfile/live/1003_1.m3u8
CCTV4-中文国际,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4-中文国际,http://migu.jilu8.cn/3221231726/index.m3u8
CCTV4-中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$4M1080P
CCTV4-中文国际,http://111.11.123.49:6610/000000001000/5000000005000030093/1.m3u8?Contentid=5000000005000030093&livemode=1&stbId=3&channel-id=bestzb
CCTV4-中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8?$移动蓝光1080P
CCTV4-中文国际,http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4-中文国际,http://111.20.33.93/TVOD/88888893/224/3221226223/index.m3u8
CCTV4-中文国际,http://117.148.179.157/PLTV/88888888/224/3221231726/index.m3u8?zzhongd
CCTV4-中文国际欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://39.136.48.20:8089/PLTV/88888888/224/3221226318/index.m3u8
CCTV4-中文国际欧洲,http://migu.jilu8.cn/3221232852/index.m3u8
CCTV4-中文国际欧洲,http://migu.jilu8.cn/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://117.148.179.162/TVOD/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221231615/index.m3u8?zzhongd
CCTV4-中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221232852/index.m3u8?zzhongd
CCTV4-中文国际美洲,http://112.17.40.220/PLTV/88888888/224/3221231654/index.m3u8?icpid=88888888&from=1&hms_devid=264
CCTV4-中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221231654/index.m3u8?zzhongd
CCTV4-中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221232866/index.m3u8?zzhongd
CCTV4-中文国际美洲,http://39.136.48.20:8089/PLTV/88888888/224/3221226395/index.m3u8
CCTV5-体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://117.148.179.163/PLTV/88888888/224/3221231702/index.m3u8
CCTV5-体育,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV5-体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8$江西宜春8M
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育,http://123.6.9.146:80/live/jz-cctv-5/live.m3u8
CCTV5-体育,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://140.207.241.2:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://39.134.65.208/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225751/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225753/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225755/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225752/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225754/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225756/index.m3u8
CCTV5-体育,http://183.207.255.197/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV5-体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/TVOD/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5-体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8CCTV-5体育
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225751/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225752/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225753/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225754/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225755/index.m3u8
CCTV5-体育,http://111.40.196.9/PLTV/88888888/224/3221225559/index.m3u8
CCTV5+-体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+-体育赛事,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV5+-体育赛事,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV5+-体育赛事,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+-体育赛事,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8$江西宜春8M
CCTV5+-体育赛事,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV5+-体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
CCTV5+-体育赛事,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
CCTV5+-体育赛事,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://migu.jilu8.cn/3221232443/index.m3u8
CCTV5+-体育赛事,http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+-体育赛事,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+-体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/1.m3u8
CCTV5+-体育赛事,http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231459/1.m3u8
CCTV5+-体育赛事,http://117.148.179.157/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+-体育赛事,http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.134.116.30:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/TVOD/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8$江西宜春8M
CCTV6-电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6-电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878396
CCTV6-电影,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV6-电影,http://182.254.52.15/keonline.shanghai.liveplay.qq.com/live/program/live/cctv6hd/2300000/mnf.m3u8
CCTV6-电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$7M1080P
CCTV6-电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8?$移动蓝光1080P
CCTV6-电影,http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8
CCTV6-电影,http://117.148.179.157/PLTV/88888888/224/3221232689/index.m3u8?zzhongd
CCTV7-国防军事,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7-国防军事,http://39.134.65.179/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://39.134.65.164/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://39.134.65.183/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://39.134.65.173/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7-国防军事,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7-国防军事,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8$江西宜春8M
CCTV7-国防军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168121
CCTV7-国防军事,http://111.59.189.40:8445/tsfile/live/1005_1.m3u8
CCTV7-国防军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事,http://migu.jilu8.cn/3221231633/index.m3u8
CCTV7-国防军事,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV7-国防军事,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV7-国防军事,http://39.135.138.59:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事,http://111.20.33.93/TVOD/88888893/224/3221226192/index.m3u8
CCTV7-国防军事,http://111.20.33.93/TVOD/88888893/224/3221226248/index.m3u8
CCTV7-国防军事,http://117.148.179.157/PLTV/88888888/224/3221231633/index.m3u8?zzhongd
CCTV8-电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧,http://117.148.179.163/PLTV/88888888/224/3221231694/index.m3u8
CCTV8-电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8
CCTV8-电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8-电视剧,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV8-电视剧,http://111.40.196.9/PLTV/88888888/224/3221225592/index.m3u8
CCTV8-电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8$江西宜春8M
CCTV8-电视剧,http://39.135.138.59:18890/TVOD/88888910/224/3221225635/index.m3u8
CCTV8-电视剧,http://111.63.117.13:6060/030000001000/G_CCTV-8/G_CCTV-8.m3u8
CCTV8-电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8
CCTV8-电视剧,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878356
CCTV8-电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧,http://migu.jilu8.cn/3221232983/index.m3u8
CCTV8-电视剧,http://migu.jilu8.cn/3221231501/index.m3u8
CCTV8-电视剧,http://migu.jilu8.cn/3221231694/index.m3u8
CCTV8-电视剧,http://140.207.241.2:8080/live/program/live/cctv8hd/2300000/mnf.m3u8
CCTV8-电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV8-电视剧,http://117.148.179.157/PLTV/88888888/224/3221231694/index.m3u8?zzhongd
CCTV9-纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录,http://117.148.179.163/PLTV/88888888/224/3221231697/index.m3u8
CCTV9-纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9-纪录,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8
CCTV9-纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV9-纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9-纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8$江西宜春8M
CCTV9-纪录,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168140
CCTV9-纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9-纪录,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV9-纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录,http://migu.jilu8.cn/3221231697/index.m3u8
CCTV9-纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8$3M1080P
CCTV9-纪录,http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8
CCTV9-记录,http://111.40.196.9/PLTV/88888888/224/3221225502/index.m3u8
CCTV9-纪录,http://117.148.179.157/PLTV/88888888/224/3221231697/index.m3u8?zzhongd
CCTV10-科教,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10-科教,http://117.148.179.163/PLTV/88888888/224/3221231666/index.m3u8
CCTV10-科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10-科教,http://117.148.179.174/PLTV/88888888/224/3221231666/index.m3u8
CCTV10-科教,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV10-科教,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10-科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10-科教,http://39.134.65.179/PLTV/88888888/224/3221225677/1.m3u8
CCTV10-科教,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv10/1300000/mnf.m3u8
CCTV10-科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8$江西宜春8M
CCTV10-科教,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878405
CCTV10-科教,http://111.59.189.40:8445/tsfile/live/1008_1.m3u8
CCTV10-科教,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10-科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV10-科教,http://39.135.138.60:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10-科教,http://migu.jilu8.cn/3221232492/index.m3u8
CCTV10-科教,http://117.148.179.137:80/PLTV/88888888/224/3221231666/1.m3u8
CCTV10-科教,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV10-科教,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8 
CCTV10-科教,http://117.148.179.157/PLTV/88888888/224/3221231666/index.m3u8?zzhongd
CCTV10-科教,http://111.40.196.9/PLTV/88888888/224/3221225494/index.m3u8
CCTV10-科教,http://111.20.33.93/TVOD/88888893/224/3221226189/index.m3u8
CCTV11-戏曲,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11-戏曲,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11-戏曲,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8$江西宜春8M
CCTV11-戏曲,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11-戏曲,http://111.63.117.13:6060/030000001000/CCTV-11/CCTV-11.m3u8
CCTV11-戏曲,http://111.59.189.40:8445/tsfile/live/1009_1.m3u8
CCTV11-戏曲,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11-戏曲,http://migu.jilu8.cn/3221232843/index.m3u8
CCTV11-戏曲,http://migu.jilu8.cn/3221231711/index.m3u8
CCTV11-戏曲,http://117.148.179.163:80/PLTV/88888888/224/3221231711/1.m3u8
CCTV11-戏曲,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV11-戏曲,http://111.20.33.93/TVOD/88888893/224/3221226240/index.m3u8
CCTV11-戏曲,http://117.148.179.157/PLTV/88888888/224/3221231711/index.m3u8?zzhongd
CCTV12-社会与法,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12-社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12-社会与法,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV12-社会与法,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV12-社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12-社会与法,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV12-社会与法,http://111.40.196.9/PLTV/88888888/224/3221225498/index.m3u8
CCTV12-社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8$江西宜春8M
CCTV12-社会与法,http://111.63.117.13:6060/030000001000/CCTV-12/CCTV-12.m3u8
CCTV12-社会与法,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168185
CCTV12-社会与法,http://111.59.189.40:8445/tsfile/live/1010_1.m3u8
CCTV12-社会与法,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12-社会与法,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV12-社会与法,http://39.135.138.60:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12-社会与法,http://111.20.33.93/TVOD/88888893/224/3221226190/index.m3u8
CCTV13-新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13-新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13-新闻,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV13-新闻,http://117.148.179.139/PLTV/88888888/224/3221231636/index.m3u8
CCTV13-新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13-新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8$江西宜春3.5M
CCTV13-新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV13-新闻,http://111.63.117.13:6060/030000001000/CCTV-13/CCTV-13.m3u8
CCTV13-新闻,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8
CCTV13-新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13-新闻,http://migu.jilu8.cn/3221232846/index.m3u8
CCTV13-新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8$3M1080P
CCTV13-新闻,http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
